type,name,file,line,citation,source,priority,note
symbol,toSimpleString,lib/core/services/garden_event_system_validator.dart,249,12†lib\core\services\garden_event_system_validator.dart:249,unused_symbols,high,export missing
symbol,toDetailedString,lib/core/services/garden_event_system_validator.dart,256,12†lib\core\services\garden_event_system_validator.dart:256,unused_symbols,high,export missing
symbol,ValidationCheck,lib/core/services/garden_event_system_validator.dart,280,12†lib\core\services\garden_event_system_validator.dart:280,unused_symbols,high,export missing
symbol,ValidationSeverity,lib/core/services/garden_event_system_validator.dart,304,12†lib\core\services\garden_event_system_validator.dart:304,unused_symbols,high,export missing
symbol,RecommendationUrgency,lib/core/services/intelligence/intelligent_recommendation_engine.dart,22,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:22,unused_symbols,high,export missing
symbol,IntelligentRecommendation,lib/core/services/intelligence/intelligent_recommendation_engine.dart,30,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:30,unused_symbols,high,export missing
symbol,RecommendationBatch,lib/core/services/intelligence/intelligent_recommendation_engine.dart,73,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:73,unused_symbols,high,export missing
symbol,IntelligentRecommendationEngine,lib/core/services/intelligence/intelligent_recommendation_engine.dart,109,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:109,unused_symbols,high,export missing
symbol,rainfall,lib/core/services/intelligence/intelligent_recommendation_engine.dart,261,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:261,unused_symbols,high,export missing
symbol,goodCompanions,lib/core/services/intelligence/intelligent_recommendation_engine.dart,411,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:411,unused_symbols,high,export missing
symbol,missingCompanions,lib/core/services/intelligence/intelligent_recommendation_engine.dart,412,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:412,unused_symbols,high,export missing
symbol,preferredActivities,lib/core/services/intelligence/intelligent_recommendation_engine.dart,454,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:454,unused_symbols,high,export missing
symbol,successRates,lib/core/services/intelligence/intelligent_recommendation_engine.dart,458,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:458,unused_symbols,high,export missing
symbol,getRecommendationHistory,lib/core/services/intelligence/intelligent_recommendation_engine.dart,503,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:503,unused_symbols,high,export missing
symbol,getAcceptanceRate,lib/core/services/intelligence/intelligent_recommendation_engine.dart,508,12†lib\core\services\intelligence\intelligent_recommendation_engine.dart:508,unused_symbols,high,export missing
symbol,PredictionConfidence,lib/core/services/intelligence/predictive_analytics_service.dart,10,12†lib\core\services\intelligence\predictive_analytics_service.dart:10,unused_symbols,high,export missing
symbol,TimeSeriesPrediction,lib/core/services/intelligence/predictive_analytics_service.dart,19,12†lib\core\services\intelligence\predictive_analytics_service.dart:19,unused_symbols,high,export missing
symbol,TrendAnalysis,lib/core/services/intelligence/predictive_analytics_service.dart,60,12†lib\core\services\intelligence\predictive_analytics_service.dart:60,unused_symbols,high,export missing
symbol,AnomalyDetectionResult,lib/core/services/intelligence/predictive_analytics_service.dart,96,12†lib\core\services\intelligence\predictive_analytics_service.dart:96,unused_symbols,high,export missing
symbol,predictions,lib/core/services/intelligence/predictive_analytics_service.dart,165,12†lib\core\services\intelligence\predictive_analytics_service.dart:165,unused_symbols,high,export missing
symbol,lastTimestamp,lib/core/services/intelligence/predictive_analytics_service.dart,166,12†lib\core\services\intelligence\predictive_analytics_service.dart:166,unused_symbols,high,export missing
symbol,predictedValue,lib/core/services/intelligence/predictive_analytics_service.dart,170,12†lib\core\services\intelligence\predictive_analytics_service.dart:170,unused_symbols,high,export missing
symbol,effectiveThreshold,lib/core/services/intelligence/predictive_analytics_service.dart,273,12†lib\core\services\intelligence\predictive_analytics_service.dart:273,unused_symbols,high,export missing
symbol,anomalies,lib/core/services/intelligence/predictive_analytics_service.dart,274,12†lib\core\services\intelligence\predictive_analytics_service.dart:274,unused_symbols,high,export missing
symbol,baseYield,lib/core/services/intelligence/predictive_analytics_service.dart,343,12†lib\core\services\intelligence\predictive_analytics_service.dart:343,unused_symbols,high,export missing
symbol,meanX,lib/core/services/intelligence/predictive_analytics_service.dart,394,12†lib\core\services\intelligence\predictive_analytics_service.dart:394,unused_symbols,high,export missing
symbol,meanY,lib/core/services/intelligence/predictive_analytics_service.dart,395,12†lib\core\services\intelligence\predictive_analytics_service.dart:395,unused_symbols,high,export missing
symbol,numerator,lib/core/services/intelligence/predictive_analytics_service.dart,398,12†lib\core\services\intelligence\predictive_analytics_service.dart:398,unused_symbols,high,export missing
symbol,denominator,lib/core/services/intelligence/predictive_analytics_service.dart,399,12†lib\core\services\intelligence\predictive_analytics_service.dart:399,unused_symbols,high,export missing
symbol,slope,lib/core/services/intelligence/predictive_analytics_service.dart,400,12†lib\core\services\intelligence\predictive_analytics_service.dart:400,unused_symbols,high,export missing
symbol,intercept,lib/core/services/intelligence/predictive_analytics_service.dart,401,12†lib\core\services\intelligence\predictive_analytics_service.dart:401,unused_symbols,high,export missing
symbol,quarters,lib/core/services/intelligence/predictive_analytics_service.dart,474,12†lib\core\services\intelligence\predictive_analytics_service.dart:474,unused_symbols,high,export missing
symbol,seasonalFactors,lib/core/services/intelligence/predictive_analytics_service.dart,481,12†lib\core\services\intelligence\predictive_analytics_service.dart:481,unused_symbols,high,export missing
symbol,weatherScore,lib/core/services/intelligence/predictive_analytics_service.dart,495,12†lib\core\services\intelligence\predictive_analytics_service.dart:495,unused_symbols,high,export missing
symbol,soilHealth,lib/core/services/intelligence/predictive_analytics_service.dart,501,12†lib\core\services\intelligence\predictive_analytics_service.dart:501,unused_symbols,high,export missing
symbol,careLevel,lib/core/services/intelligence/predictive_analytics_service.dart,507,12†lib\core\services\intelligence\predictive_analytics_service.dart:507,unused_symbols,high,export missing
symbol,ProcessingPriority,lib/core/services/intelligence/real_time_data_processor.dart,9,12†lib\core\services\intelligence\real_time_data_processor.dart:9,unused_symbols,high,export missing
symbol,DataEvent,lib/core/services/intelligence/real_time_data_processor.dart,17,12†lib\core\services\intelligence\real_time_data_processor.dart:17,unused_symbols,high,export missing
symbol,ProcessingResult,lib/core/services/intelligence/real_time_data_processor.dart,50,12†lib\core\services\intelligence\real_time_data_processor.dart:50,unused_symbols,high,export missing
symbol,StreamStatistics,lib/core/services/intelligence/real_time_data_processor.dart,77,12†lib\core\services\intelligence\real_time_data_processor.dart:77,unused_symbols,high,export missing
symbol,RealTimeDataProcessor,lib/core/services/intelligence/real_time_data_processor.dart,113,12†lib\core\services\intelligence\real_time_data_processor.dart:113,unused_symbols,high,export missing
symbol,onEvent,lib/core/services/intelligence/real_time_data_processor.dart,277,12†lib\core\services\intelligence\real_time_data_processor.dart:277,unused_symbols,high,export missing
symbol,subscriptionId,lib/core/services/intelligence/real_time_data_processor.dart,288,12†lib\core\services\intelligence\real_time_data_processor.dart:288,unused_symbols,high,export missing
symbol,elapsedSeconds,lib/core/services/intelligence/real_time_data_processor.dart,411,12†lib\core\services\intelligence\real_time_data_processor.dart:411,unused_symbols,high,export missing
symbol,throughput,lib/core/services/intelligence/real_time_data_processor.dart,415,12†lib\core\services\intelligence\real_time_data_processor.dart:415,unused_symbols,high,export missing
symbol,clearQueue,lib/core/services/intelligence/real_time_data_processor.dart,443,12†lib\core\services\intelligence\real_time_data_processor.dart:443,unused_symbols,high,export missing
symbol,StreamWindow,lib/core/services/intelligence/real_time_data_processor.dart,483,12†lib\core\services\intelligence\real_time_data_processor.dart:483,unused_symbols,high,export missing
symbol,bufferCount,lib/core/services/intelligence/real_time_data_processor.dart,501,12†lib\core\services\intelligence\real_time_data_processor.dart:501,unused_symbols,high,export missing
symbol,prevWeather,lib/core/services/intelligence_auto_notifier.dart,195,12†lib\core\services\intelligence_auto_notifier.dart:195,unused_symbols,high,export missing
symbol,currWeather,lib/core/services/intelligence_auto_notifier.dart,196,12†lib\core\services\intelligence_auto_notifier.dart:196,unused_symbols,high,export missing
symbol,latestArchive,lib/core/services/migration/data_archival_service.dart,129,12†lib\core\services\migration\data_archival_service.dart:129,unused_symbols,high,export missing
symbol,restoreFromArchive,lib/core/services/migration/data_archival_service.dart,140,12†lib\core\services\migration\data_archival_service.dart:140,unused_symbols,high,export missing
symbol,files,lib/core/services/migration/data_archival_service.dart,151,12†lib\core\services\migration\data_archival_service.dart:151,unused_symbols,high,export missing
symbol,restoredCount,lib/core/services/migration/data_archival_service.dart,158,12†lib\core\services\migration\data_archival_service.dart:158,unused_symbols,high,export missing
symbol,listAvailableArchives,lib/core/services/migration/data_archival_service.dart,188,12†lib\core\services\migration\data_archival_service.dart:188,unused_symbols,high,export missing
symbol,toDelete,lib/core/services/migration/data_archival_service.dart,229,12†lib\core\services\migration\data_archival_service.dart:229,unused_symbols,high,export missing
symbol,archiveDir,lib/core/services/migration/data_archival_service.dart,256,12†lib\core\services\migration\data_archival_service.dart:256,unused_symbols,high,export missing
symbol,DataArchivalException,lib/core/services/migration/data_archival_service.dart,373,12†lib\core\services\migration\data_archival_service.dart:373,unused_symbols,high,export missing
symbol,validCount,lib/core/services/migration/data_integrity_validator.dart,58,12†lib\core\services\migration\data_integrity_validator.dart:58,unused_symbols,high,export missing
symbol,validationRate,lib/core/services/migration/data_integrity_validator.dart,71,12†lib\core\services\migration\data_integrity_validator.dart:71,unused_symbols,high,export missing
symbol,isSystemValid,lib/core/services/migration/data_integrity_validator.dart,86,12†lib\core\services\migration\data_integrity_validator.dart:86,unused_symbols,high,export missing
symbol,coherentCount,lib/core/services/migration/data_integrity_validator.dart,195,12†lib\core\services\migration\data_integrity_validator.dart:195,unused_symbols,high,export missing
symbol,incoherentCount,lib/core/services/migration/data_integrity_validator.dart,196,12†lib\core\services\migration\data_integrity_validator.dart:196,unused_symbols,high,export missing
symbol,existsInLegacy,lib/core/services/migration/data_integrity_validator.dart,224,12†lib\core\services\migration\data_integrity_validator.dart:224,unused_symbols,high,export missing
symbol,totalChecked,lib/core/services/migration/data_integrity_validator.dart,232,12†lib\core\services\migration\data_integrity_validator.dart:232,unused_symbols,high,export missing
symbol,descriptionMatch,lib/core/services/migration/data_integrity_validator.dart,333,12†lib\core\services\migration\data_integrity_validator.dart:333,unused_symbols,high,export missing
symbol,locationMatch,lib/core/services/migration/data_integrity_validator.dart,352,12†lib\core\services\migration\data_integrity_validator.dart:352,unused_symbols,high,export missing
symbol,validateGardenBatch,lib/core/services/migration/data_integrity_validator.dart,369,12†lib\core\services\migration\data_integrity_validator.dart:369,unused_symbols,high,export missing
symbol,attemptAutoFix,lib/core/services/migration/data_integrity_validator.dart,495,12†lib\core\services\migration\data_integrity_validator.dart:495,unused_symbols,high,export missing
symbol,DataIntegrityException,lib/core/services/migration/data_integrity_validator.dart,586,12†lib\core\services\migration\data_integrity_validator.dart:586,unused_symbols,high,export missing
symbol,legacySuccess,lib/core/services/migration/dual_write_service.dart,120,12†lib\core\services\migration\dual_write_service.dart:120,unused_symbols,high,export missing
symbol,modernSuccess,lib/core/services/migration/dual_write_service.dart,121,12†lib\core\services\migration\dual_write_service.dart:121,unused_symbols,high,export missing
symbol,totalLegacyWrites,lib/core/services/migration/dual_write_service.dart,456,12†lib\core\services\migration\dual_write_service.dart:456,unused_symbols,high,export missing
symbol,totalModernWrites,lib/core/services/migration/dual_write_service.dart,458,12†lib\core\services\migration\dual_write_service.dart:458,unused_symbols,high,export missing
symbol,DualWriteException,lib/core/services/migration/dual_write_service.dart,530,12†lib\core\services\migration\dual_write_service.dart:530,unused_symbols,high,export missing
symbol,cleanupBox,lib/core/services/migration/legacy_cleanup_service.dart,126,12†lib\core\services\migration\legacy_cleanup_service.dart:126,unused_symbols,high,export missing
symbol,cleanupGardensOnly,lib/core/services/migration/legacy_cleanup_service.dart,187,12†lib\core\services\migration\legacy_cleanup_service.dart:187,unused_symbols,high,export missing
symbol,gardenBoxes,lib/core/services/migration/legacy_cleanup_service.dart,191,12†lib\core\services\migration\legacy_cleanup_service.dart:191,unused_symbols,high,export missing
symbol,cleanupGardenRelatedEntities,lib/core/services/migration/legacy_cleanup_service.dart,207,12†lib\core\services\migration\legacy_cleanup_service.dart:207,unused_symbols,high,export missing
symbol,relatedBoxes,lib/core/services/migration/legacy_cleanup_service.dart,211,12†lib\core\services\migration\legacy_cleanup_service.dart:211,unused_symbols,high,export missing
symbol,cleanupPlantsOnly,lib/core/services/migration/legacy_cleanup_service.dart,227,12†lib\core\services\migration\legacy_cleanup_service.dart:227,unused_symbols,high,export missing
symbol,plantBoxes,lib/core/services/migration/legacy_cleanup_service.dart,231,12†lib\core\services\migration\legacy_cleanup_service.dart:231,unused_symbols,high,export missing
symbol,LegacyCleanupException,lib/core/services/migration/legacy_cleanup_service.dart,354,12†lib\core\services\migration\legacy_cleanup_service.dart:354,unused_symbols,high,export missing
symbol,minCount,lib/core/services/migration/migration_health_checker.dart,205,12†lib\core\services\migration\migration_health_checker.dart:205,unused_symbols,high,export missing
symbol,errorChecks,lib/core/services/migration/migration_health_checker.dart,226,12†lib\core\services\migration\migration_health_checker.dart:226,unused_symbols,high,export missing
symbol,HealthCheckException,lib/core/services/migration/migration_health_checker.dart,444,12†lib\core\services\migration\migration_health_checker.dart:444,unused_symbols,high,export missing
symbol,MigrationEvent,lib/core/services/migration/migration_models.dart,213,12†lib\core\services\migration\migration_models.dart:213,unused_symbols,high,export missing
symbol,MigrationOrchestrator,lib/core/services/migration/migration_orchestrator.dart,34,12†lib\core\services\migration\migration_orchestrator.dart:34,unused_symbols,high,export missing
symbol,startCompleteMigration,lib/core/services/migration/migration_orchestrator.dart,82,12†lib\core\services\migration\migration_orchestrator.dart:82,unused_symbols,high,export missing
symbol,rollbackMigration,lib/core/services/migration/migration_orchestrator.dart,109,12†lib\core\services\migration\migration_orchestrator.dart:109,unused_symbols,high,export missing
symbol,migrateGarden,lib/core/services/migration/migration_orchestrator.dart,184,12†lib\core\services\migration\migration_orchestrator.dart:184,unused_symbols,high,export missing
symbol,coherent,lib/core/services/migration/migration_orchestrator.dart,223,12†lib\core\services\migration\migration_orchestrator.dart:223,unused_symbols,high,export missing
symbol,enableDualWriteMode,lib/core/services/migration/migration_orchestrator.dart,368,12†lib\core\services\migration\migration_orchestrator.dart:368,unused_symbols,high,export missing
symbol,disableDualWriteMode,lib/core/services/migration/migration_orchestrator.dart,448,12†lib\core\services\migration\migration_orchestrator.dart:448,unused_symbols,high,export missing
symbol,cleanupLegacySystem,lib/core/services/migration/migration_orchestrator.dart,485,12†lib\core\services\migration\migration_orchestrator.dart:485,unused_symbols,high,export missing
symbol,getCurrentProgress,lib/core/services/migration/migration_orchestrator.dart,572,12†lib\core\services\migration\migration_orchestrator.dart:572,unused_symbols,high,export missing
symbol,getHealthReport,lib/core/services/migration/migration_orchestrator.dart,589,12†lib\core\services\migration\migration_orchestrator.dart:589,unused_symbols,high,export missing
symbol,checkCount,lib/core/services/migration/migration_orchestrator.dart,842,12†lib\core\services\migration\migration_orchestrator.dart:842,unused_symbols,high,export missing
symbol,MigrationException,lib/core/services/migration/migration_orchestrator.dart,905,12†lib\core\services\migration\migration_orchestrator.dart:905,unused_symbols,high,export missing
symbol,increaseModernReadPercentage,lib/core/services/migration/read_switch_service.dart,113,12†lib\core\services\migration\read_switch_service.dart:113,unused_symbols,high,export missing
symbol,oldPercentage,lib/core/services/migration/read_switch_service.dart,115,12†lib\core\services\migration\read_switch_service.dart:115,unused_symbols,high,export missing
symbol,totalReads,lib/core/services/migration/read_switch_service.dart,359,12†lib\core\services\migration\read_switch_service.dart:359,unused_symbols,high,export missing
symbol,ReadSource,lib/core/services/migration/read_switch_service.dart,413,12†lib\core\services\migration\read_switch_service.dart:413,unused_symbols,high,export missing
symbol,GradualSwitchStrategy,lib/core/services/migration/read_switch_service.dart,420,12†lib\core\services\migration\read_switch_service.dart:420,unused_symbols,high,export missing
symbol,ReadSwitchException,lib/core/services/migration/read_switch_service.dart,428,12†lib\core\services\migration\read_switch_service.dart:428,unused_symbols,high,export missing
symbol,AlertType,lib/core/services/monitoring/alerting_service.dart,17,12†lib\core\services\monitoring\alerting_service.dart:17,unused_symbols,high,export missing
symbol,acknowledge,lib/core/services/monitoring/alerting_service.dart,54,12†lib\core\services\monitoring\alerting_service.dart:54,unused_symbols,high,export missing
symbol,AlertRule,lib/core/services/monitoring/alerting_service.dart,76,12†lib\core\services\monitoring\alerting_service.dart:76,unused_symbols,high,export missing
symbol,canTrigger,lib/core/services/monitoring/alerting_service.dart,97,12†lib\core\services\monitoring\alerting_service.dart:97,unused_symbols,high,export missing
symbol,markTriggered,lib/core/services/monitoring/alerting_service.dart,102,12†lib\core\services\monitoring\alerting_service.dart:102,unused_symbols,high,export missing
symbol,AlertingService,lib/core/services/monitoring/alerting_service.dart,108,12†lib\core\services\monitoring\alerting_service.dart:108,unused_symbols,high,export missing
symbol,avgResponseTime,lib/core/services/monitoring/alerting_service.dart,187,12†lib\core\services\monitoring\alerting_service.dart:187,unused_symbols,high,export missing
symbol,registerRule,lib/core/services/monitoring/alerting_service.dart,217,12†lib\core\services\monitoring\alerting_service.dart:217,unused_symbols,high,export missing
symbol,unregisterRule,lib/core/services/monitoring/alerting_service.dart,223,12†lib\core\services\monitoring\alerting_service.dart:223,unused_symbols,high,export missing
symbol,evaluateRules,lib/core/services/monitoring/alerting_service.dart,251,12†lib\core\services\monitoring\alerting_service.dart:251,unused_symbols,high,export missing
symbol,acknowledgeAll,lib/core/services/monitoring/alerting_service.dart,328,12†lib\core\services\monitoring\alerting_service.dart:328,unused_symbols,high,export missing
symbol,getCriticalAlerts,lib/core/services/monitoring/alerting_service.dart,360,12†lib\core\services\monitoring\alerting_service.dart:360,unused_symbols,high,export missing
symbol,getUnacknowledgedCount,lib/core/services/monitoring/alerting_service.dart,368,12†lib\core\services\monitoring\alerting_service.dart:368,unused_symbols,high,export missing
symbol,HealthStatus,lib/core/services/monitoring/health_check_service.dart,10,12†lib\core\services\monitoring\health_check_service.dart:10,unused_symbols,high,export missing
symbol,HealthCheckResult,lib/core/services/monitoring/health_check_service.dart,18,12†lib\core\services\monitoring\health_check_service.dart:18,unused_symbols,high,export missing
symbol,SystemHealthReport,lib/core/services/monitoring/health_check_service.dart,50,12†lib\core\services\monitoring\health_check_service.dart:50,unused_symbols,high,export missing
symbol,HealthCheckService,lib/core/services/monitoring/health_check_service.dart,87,12†lib\core\services\monitoring\health_check_service.dart:87,unused_symbols,high,export missing
symbol,unregisterHealthCheck,lib/core/services/monitoring/health_check_service.dart,160,12†lib\core\services\monitoring\health_check_service.dart:160,unused_symbols,high,export missing
symbol,checkComponent,lib/core/services/monitoring/health_check_service.dart,167,12†lib\core\services\monitoring\health_check_service.dart:167,unused_symbols,high,export missing
symbol,checkAllComponents,lib/core/services/monitoring/health_check_service.dart,216,12†lib\core\services\monitoring\health_check_service.dart:216,unused_symbols,high,export missing
symbol,startAutoHealthChecks,lib/core/services/monitoring/health_check_service.dart,252,12†lib\core\services\monitoring\health_check_service.dart:252,unused_symbols,high,export missing
symbol,stopAutoHealthChecks,lib/core/services/monitoring/health_check_service.dart,273,12†lib\core\services\monitoring\health_check_service.dart:273,unused_symbols,high,export missing
symbol,keyCount,lib/core/services/monitoring/health_check_service.dart,353,12†lib\core\services\monitoring\health_check_service.dart:353,unused_symbols,high,export missing
symbol,MetricCategory,lib/core/services/monitoring/metrics_collector_service.dart,9,12†lib\core\services\monitoring\metrics_collector_service.dart:9,unused_symbols,high,export missing
symbol,MetricDataPoint,lib/core/services/monitoring/metrics_collector_service.dart,18,12†lib\core\services\monitoring\metrics_collector_service.dart:18,unused_symbols,high,export missing
symbol,AggregatedMetric,lib/core/services/monitoring/metrics_collector_service.dart,43,12†lib\core\services\monitoring\metrics_collector_service.dart:43,unused_symbols,high,export missing
symbol,MetricsReport,lib/core/services/monitoring/metrics_collector_service.dart,77,12†lib\core\services\monitoring\metrics_collector_service.dart:77,unused_symbols,high,export missing
symbol,MetricsCollectorService,lib/core/services/monitoring/metrics_collector_service.dart,99,12†lib\core\services\monitoring\metrics_collector_service.dart:99,unused_symbols,high,export missing
symbol,dataPoints,lib/core/services/monitoring/metrics_collector_service.dart,231,12†lib\core\services\monitoring\metrics_collector_service.dart:231,unused_symbols,high,export missing
symbol,aggregatedMetrics,lib/core/services/monitoring/metrics_collector_service.dart,265,12†lib\core\services\monitoring\metrics_collector_service.dart:265,unused_symbols,high,export missing
symbol,startAutoFlush,lib/core/services/monitoring/metrics_collector_service.dart,295,12†lib\core\services\monitoring\metrics_collector_service.dart:295,unused_symbols,high,export missing
symbol,stopAutoFlush,lib/core/services/monitoring/metrics_collector_service.dart,308,12†lib\core\services\monitoring\metrics_collector_service.dart:308,unused_symbols,high,export missing
symbol,getBufferSize,lib/core/services/monitoring/metrics_collector_service.dart,319,12†lib\core\services\monitoring\metrics_collector_service.dart:319,unused_symbols,high,export missing
symbol,MetricType,lib/core/services/monitoring/performance_monitoring_service.dart,10,12†lib\core\services\monitoring\performance_monitoring_service.dart:10,unused_symbols,high,export missing
symbol,PerformanceMeasurement,lib/core/services/monitoring/performance_monitoring_service.dart,24,12†lib\core\services\monitoring\performance_monitoring_service.dart:24,unused_symbols,high,export missing
symbol,PerformanceReport,lib/core/services/monitoring/performance_monitoring_service.dart,83,12†lib\core\services\monitoring\performance_monitoring_service.dart:83,unused_symbols,high,export missing
symbol,PerformanceStats,lib/core/services/monitoring/performance_monitoring_service.dart,110,12†lib\core\services\monitoring\performance_monitoring_service.dart:110,unused_symbols,high,export missing
symbol,PerformanceMonitoringService,lib/core/services/monitoring/performance_monitoring_service.dart,141,12†lib\core\services\monitoring\performance_monitoring_service.dart:141,unused_symbols,high,export missing
symbol,recordAppStartup,lib/core/services/monitoring/performance_monitoring_service.dart,285,12†lib\core\services\monitoring\performance_monitoring_service.dart:285,unused_symbols,high,export missing
symbol,recordScreenLoad,lib/core/services/monitoring/performance_monitoring_service.dart,305,12†lib\core\services\monitoring\performance_monitoring_service.dart:305,unused_symbols,high,export missing
symbol,recentMeasurements,lib/core/services/monitoring/performance_monitoring_service.dart,326,12†lib\core\services\monitoring\performance_monitoring_service.dart:326,unused_symbols,high,export missing
symbol,statsByType,lib/core/services/monitoring/performance_monitoring_service.dart,330,12†lib\core\services\monitoring\performance_monitoring_service.dart:330,unused_symbols,high,export missing
symbol,slowOperations,lib/core/services/monitoring/performance_monitoring_service.dart,364,12†lib\core\services\monitoring\performance_monitoring_service.dart:364,unused_symbols,high,export missing
symbol,uptime,lib/core/services/monitoring/performance_monitoring_service.dart,412,12†lib\core\services\monitoring\performance_monitoring_service.dart:412,unused_symbols,high,export missing
symbol,clearOldMeasurements,lib/core/services/monitoring/performance_monitoring_service.dart,427,12†lib\core\services\monitoring\performance_monitoring_service.dart:427,unused_symbols,high,export missing
symbol,resetMeasurements,lib/core/services/monitoring/performance_monitoring_service.dart,437,12†lib\core\services\monitoring\performance_monitoring_service.dart:437,unused_symbols,high,export missing
symbol,NetworkService,lib/core/services/network_service.dart,7,12†lib\core\services\network_service.dart:7,unused_symbols,high,export missing
symbol,isBackendAvailable,lib/core/services/network_service.dart,62,12†lib\core\services\network_service.dart:62,unused_symbols,high,export missing
symbol,statusCode,lib/core/services/network_service.dart,184,12†lib\core\services\network_service.dart:184,unused_symbols,high,export missing
symbol,NetworkException,lib/core/services/network_service.dart,231,12†lib\core\services\network_service.dart:231,unused_symbols,high,export missing
symbol,NetworkExceptionType,lib/core/services/network_service.dart,249,12†lib\core\services\network_service.dart:249,unused_symbols,high,export missing
symbol,hourlyPoints,lib/core/services/open_meteo_service.dart,125,12†lib\core\services\open_meteo_service.dart:125,unused_symbols,high,export missing
symbol,dailyPoints,lib/core/services/open_meteo_service.dart,136,12†lib\core\services\open_meteo_service.dart:136,unused_symbols,high,export missing
symbol,PrecipPoint,lib/core/services/open_meteo_service.dart,172,12†lib\core\services\open_meteo_service.dart:172,unused_symbols,high,export missing
symbol,CompressionStrategy,lib/core/services/performance/data_compression_service.dart,11,12†lib\core\services\performance\data_compression_service.dart:11,unused_symbols,high,export missing
symbol,CompressionResult,lib/core/services/performance/data_compression_service.dart,29,12†lib\core\services\performance\data_compression_service.dart:29,unused_symbols,high,export missing
symbol,CompressionStatistics,lib/core/services/performance/data_compression_service.dart,70,12†lib\core\services\performance\data_compression_service.dart:70,unused_symbols,high,export missing
symbol,DataCompressionService,lib/core/services/performance/data_compression_service.dart,101,12†lib\core\services\performance\data_compression_service.dart:101,unused_symbols,high,export missing
symbol,originalSize,lib/core/services/performance/data_compression_service.dart,131,12†lib\core\services\performance\data_compression_service.dart:131,unused_symbols,high,export missing
symbol,compressedSize,lib/core/services/performance/data_compression_service.dart,145,12†lib\core\services\performance\data_compression_service.dart:145,unused_symbols,high,export missing
symbol,savedBytes,lib/core/services/performance/data_compression_service.dart,146,12†lib\core\services\performance\data_compression_service.dart:146,unused_symbols,high,export missing
symbol,compressionRatio,lib/core/services/performance/data_compression_service.dart,149,12†lib\core\services\performance\data_compression_service.dart:149,unused_symbols,high,export missing
symbol,compressedBytes,lib/core/services/performance/data_compression_service.dart,183,12†lib\core\services\performance\data_compression_service.dart:183,unused_symbols,high,export missing
symbol,compress,lib/core/services/performance/data_compression_service.dart,206,12†lib\core\services\performance\data_compression_service.dart:206,unused_symbols,high,export missing
symbol,compressString,lib/core/services/performance/data_compression_service.dart,227,12†lib\core\services\performance\data_compression_service.dart:227,unused_symbols,high,export missing
symbol,shouldCompress,lib/core/services/performance/data_compression_service.dart,369,12†lib\core\services\performance\data_compression_service.dart:369,unused_symbols,high,export missing
symbol,avgRatio,lib/core/services/performance/data_compression_service.dart,389,12†lib\core\services\performance\data_compression_service.dart:389,unused_symbols,high,export missing
symbol,totalTime,lib/core/services/performance/data_compression_service.dart,393,12†lib\core\services\performance\data_compression_service.dart:393,unused_symbols,high,export missing
symbol,avgTime,lib/core/services/performance/data_compression_service.dart,401,12†lib\core\services\performance\data_compression_service.dart:401,unused_symbols,high,export missing
symbol,CacheConfig,lib/core/services/performance/intelligent_cache_service.dart,12,12†lib\core\services\performance\intelligent_cache_service.dart:12,unused_symbols,high,export missing
symbol,CacheEntry,lib/core/services/performance/intelligent_cache_service.dart,47,12†lib\core\services\performance\intelligent_cache_service.dart:47,unused_symbols,high,export missing
symbol,CacheStatistics,lib/core/services/performance/intelligent_cache_service.dart,85,12†lib\core\services\performance\intelligent_cache_service.dart:85,unused_symbols,high,export missing
symbol,IntelligentCacheService,lib/core/services/performance/intelligent_cache_service.dart,134,12†lib\core\services\performance\intelligent_cache_service.dart:134,unused_symbols,high,export missing
symbol,memoryEntry,lib/core/services/performance/intelligent_cache_service.dart,182,12†lib\core\services\performance\intelligent_cache_service.dart:182,unused_symbols,high,export missing
symbol,effectiveTtl,lib/core/services/performance/intelligent_cache_service.dart,237,12†lib\core\services\performance\intelligent_cache_service.dart:237,unused_symbols,high,export missing
symbol,invalidatePattern,lib/core/services/performance/intelligent_cache_service.dart,344,12†lib\core\services\performance\intelligent_cache_service.dart:344,unused_symbols,high,export missing
symbol,keysToDelete,lib/core/services/performance/intelligent_cache_service.dart,352,12†lib\core\services\performance\intelligent_cache_service.dart:352,unused_symbols,high,export missing
symbol,totalRequests,lib/core/services/performance/intelligent_cache_service.dart,373,12†lib\core\services\performance\intelligent_cache_service.dart:373,unused_symbols,high,export missing
symbol,hits,lib/core/services/performance/intelligent_cache_service.dart,374,12†lib\core\services\performance\intelligent_cache_service.dart:374,unused_symbols,high,export missing
symbol,hitRate,lib/core/services/performance/intelligent_cache_service.dart,376,12†lib\core\services\performance\intelligent_cache_service.dart:376,unused_symbols,high,export missing
